computed_at,domain,series_id,series_label,latest_period,latest_value,latest_change,prior_change_mean,prior_change_std,z_score,is_anomaly,n_prior_changes
2026-09-07T13:06:59Z,trade,Eswatini:4:Import,"Eswatini — Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included (Import)",2023,29435843.77,-990772.9699999988,633544.87325,2024391.744714,-0.802,False,4
2026-09-07T13:06:59Z,trade,Eswatini:7:Import,Eswatini — Vegetables and certain roots and tubers; edible (Import),2023,15569971.31,-1557273.9399999995,122411.0575,5250827.721805,-0.32,False,4
2026-09-07T13:06:59Z,trade,Eswatini:8:Export,"Eswatini — Fruit and nuts, edible; peel of citrus fruit or melons (Export)",2023,13862464.02,-122138.79000000097,-612964.86675,1852900.122022,0.265,False,4
2026-09-07T13:06:59Z,trade,Eswatini:9:Import,"Eswatini — Coffee, tea, mate and spices (Import)",2023,11535695.18,-222495.76999999955,-91456.574,1754911.290152,-0.075,False,4
2026-09-07T13:06:59Z,trade,Eswatini:10:Import,Eswatini — Cereals (Import),2023,86955887.53,-2286795.530000001,727477.34025,16043678.240697,-0.188,False,4
2026-09-07T13:06:59Z,trade,Eswatini:13:Import,"Eswatini — Lac; gums, resins and other vegetable saps and extracts (Import)",2023,11828855.11,906621.6499999985,273948.3385,1373709.181404,0.461,False,4
2026-09-07T13:06:59Z,trade,Eswatini:15:Import,"Eswatini — Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes (Import)",2023,20354446.6,-2032006.8299999982,2672258.6435,5421288.547607,-0.868,False,4
2026-09-07T13:06:59Z,trade,Eswatini:17:Export,Eswatini — Sugars and sugar confectionery (Export),2023,477254411.31,81573554.18,4673383.21325,74994205.422535,1.025,False,4
2026-09-07T13:06:59Z,trade,Eswatini:17:Import,Eswatini — Sugars and sugar confectionery (Import),2023,18359636.16,-2694255.879999999,1540293.16175,4284833.628026,-0.988,False,4
2026-09-07T13:06:59Z,trade,Eswatini:19:Export,"Eswatini — Preparations of cereals, flour, starch or milk; pastrycooks' products (Export)",2023,36205415.16,13518166.359999996,5219138.30125,15086094.742733,0.55,False,4
2026-09-07T13:06:59Z,trade,Eswatini:19:Import,"Eswatini — Preparations of cereals, flour, starch or milk; pastrycooks' products (Import)",2023,31514777.03,1292102.950000003,1594147.45525,3730325.676153,-0.081,False,4
2026-09-07T13:06:59Z,trade,Eswatini:20:Export,"Eswatini — Preparations of vegetables, fruit, nuts or other parts of plants (Export)",2023,39658478.74,1386469.25,677897.60175,2441728.766129,0.29,False,4
2026-09-07T13:06:59Z,trade,Eswatini:20:Import,"Eswatini — Preparations of vegetables, fruit, nuts or other parts of plants (Import)",2023,20909104.13,1748436.75,-167971.5925,2157239.304304,0.888,False,4
2026-09-07T13:06:59Z,trade,Eswatini:21:Import,Eswatini — Miscellaneous edible preparations (Import),2023,23471927.43,-5536582.57,2657685.174,6077660.401258,-1.348,False,4
2026-09-07T13:06:59Z,trade,Eswatini:22:Export,"Eswatini — Beverages, spirits and vinegar (Export)",2023,60710758.82,9802514.910000004,4933571.07375,5846432.688913,0.833,False,4
2026-09-07T13:06:59Z,trade,Eswatini:22:Import,"Eswatini — Beverages, spirits and vinegar (Import)",2023,64476488.1,-52427.939999997616,5175842.4265,11589439.277812,-0.451,False,4
2026-09-07T13:06:59Z,trade,Eswatini:23:Export,"Eswatini — Food industries, residues and wastes thereof; prepared animal fodder (Export)",2023,20558068.82,-4889889.759999998,1970350.6455,3058831.722163,-2.243,True,4
2026-09-07T13:06:59Z,trade,Eswatini:23:Import,"Eswatini — Food industries, residues and wastes thereof; prepared animal fodder (Import)",2023,28538259.6,3661600.490000002,375685.12525,2170485.973566,1.514,False,4
2026-09-07T13:06:59Z,trade,Eswatini:25:Import,"Eswatini — Salt; sulphur; earths, stone; plastering materials, lime and cement (Import)",2023,32992486.11,1876143.7800000012,-531426.788,2840492.282258,0.848,False,4
2026-09-07T13:06:59Z,trade,Eswatini:27:Export,"Eswatini — Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes (Export)",2023,75398604.11,19698949.0,9320098.127,14881959.829648,0.697,False,4
2026-09-07T13:06:59Z,trade,Eswatini:27:Import,"Eswatini — Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes (Import)",2023,381738573.76,22230947.449999988,21468376.547,75631428.392327,0.01,False,4
2026-09-07T13:06:59Z,trade,Eswatini:28:Import,"Eswatini — Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes (Import)",2023,18238973.15,616289.4199999981,1438362.475,2662780.335455,-0.309,False,4
